state_cd	state_name	county_cd	county_nm	year	Total Population total population of area, in thousands	Public Supply population served by groundwater, in thousands	Public Supply population served by surface water, in thousands	Public Supply total population served, in thousands	Public Supply self-supplied groundwater withdrawals, fresh, in Mgal/d	Public Supply self-supplied groundwater withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, groundwater, in Mgal/d	Public Supply self-supplied surface-water withdrawals, fresh, in Mgal/d	Public Supply self-supplied surface-water withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, surface water, in Mgal/d	Public Supply total self-supplied withdrawals, fresh, in Mgal/d	Public Supply total self-supplied withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, total, in Mgal/d	Public Supply deliveries to domestic, in Mgal/d	Public Supply deliveries to commercial, in Mgal/d	Public Supply deliveries to industrial, in Mgal/d	Public Supply deliveries to thermoelectric, in Mgal/d	Public Supply total deliveries, in Mgal/d	Public Supply public use and losses, in Mgal/d	Public Supply per capita use, in gallons/person/day	Public Supply reclaimed wastewater, in Mgal/d	Public Supply number of facilities	Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d	Commercial self-supplied groundwater withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, groundwater, in Mgal/d	Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d	Commercial self-supplied surface-water withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, surface water, in Mgal/d	Commercial total self-supplied withdrawals, fresh, in Mgal/d	Commercial total self-supplied withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, in Mgal/d	Commercial deliveries from public supply, in Mgal/d	Commercial total self-supplied withdrawals plus deliveries, in Mgal/d	Commercial consumptive use, fresh, in Mgal/d	Commercial consumptive use, saline, in Mgal/d	Commercial total consumptive use, in Mgal/d	Commercial reclaimed wastewater, in Mgal/d	Domestic self-supplied population, in thousands	Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d	Domestic self-supplied groundwater withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, groundwater, in Mgal/d	Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d	Domestic self-supplied surface-water withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, surface water, in Mgal/d	Domestic total self-supplied withdrawals, fresh, in Mgal/d	Domestic total self-supplied withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, in Mgal/d	Domestic per capita use, self-supplied, in gallons/person/day	Domestic deliveries from public supply, in Mgal/d	Domestic per capita use, public-supplied, in gallons/person/day	Domestic total self-supplied withdrawals plus deliveries, in Mgal/d	Domestic consumptive use, fresh, in Mgal/d	Domestic consumptive use, saline, in Mgal/d	Domestic total consumptive use, in Mgal/d	Livestock self-supplied groundwater withdrawals, fresh, in Mgal/d	Livestock self-supplied surface-water withdrawals, fresh, in Mgal/d	Livestock total self-supplied withdrawals, fresh, in Mgal/d	Livestock consumptive use, fresh, in Mgal/d	Irrigation, Total self-supplied groundwater withdrawals, fresh, in Mgal/d	Irrigation, Total self-supplied surface-water withdrawals, fresh, in Mgal/d	Irrigation, Total consumptive use, fresh, in Mgal/d	Irrigation, Total sprinkler irrigation, in thousand acres	Irrigation, Total microirrigation, in thousand acres	Irrigation, Total surface irrigation, in thousand acres	Irrigation, Total total irrigation, in thousand acres	Irrigation, Total reclaimed wastewater, in Mgal/d	Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop consumptive use for crops, fresh, in Mgal/d	Irrigation, Crop sprinkler irrigation for crops, in thousand acres	Irrigation, Crop microirrigation for crops, in thousand acres	Irrigation, Crop surface irrigation for crops, in thousand acres	Irrigation, Crop total irrigation for crops, in thousand acres	Irrigation, Crop reclaimed wastewater for crops, in Mgal/d	Irrigation, Golf Courses self-supplied groundwater withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses self-supplied surface-water withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses total self-supplied withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses consumptive use for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses sprinkler irrigation for golf courses, in thousand acres	Irrigation, Golf Courses microirrigation for golf courses, in thousand acres	Irrigation, Golf Courses surface irrigation for golf courses, in thousand acres	Irrigation, Golf Courses total irrigation for golf courses, in thousand acres	Irrigation, Golf Courses reclaimed wastewater for golf courses, in Mgal/d
06	California	085	Santa Clara County	2010	1781.642	295.240	1416.580	1711.820	90.42	0.00	90.42	152.91	0.00	152.91	243.33	0.00	243.33	141.63	-	10.10	-	-	-	142.00	14.20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	69.822	4.59	-	-	0.65	-	-	5.24	-	-	75	141.630	83	146.87	-	-	-	0.14	0.18	0.32	-	32.39	3.52	-	13.74	13.62	0.00	27.36	-	30.70	2.81	33.51	28.93	10.55	13.62	0.00	24.17	-	1.69	0.71	2.40	-	3.19	0.00	0.00	3.19	2.03
06	California	087	Santa Cruz County	1985	213.700	190.310	1.280	191.590	29.47	-	-	0.20	-	-	29.67	-	-	18.10	6.82	2.00	0.00	26.92	-	-	-	-	0.49	-	-	0.13	-	-	0.62	-	-	6.82	-	2.06	-	-	-	22.110	1.31	-	-	0.35	-	-	1.66	-	-	75	18.100	94	19.76	5.14	-	-	-	-	-	-	28.08	3.52	25.30	7.67	-	14.23	-	0.32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	087	Santa Cruz County	1990	229.730	209.190	3.170	212.360	24.36	-	-	0.65	-	-	25.01	-	-	16.30	3.67	1.81	0.00	21.78	-	-	-	70	0.00	-	-	0.00	-	-	0.00	-	-	3.67	-	0.00	-	-	-	17.370	1.03	-	-	0.27	-	-	1.30	-	-	75	16.300	77	17.60	4.58	-	-	-	-	-	-	21.17	4.97	19.72	9.85	-	13.05	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	087	Santa Cruz County	1995	241.500	129.700	75.280	204.980	16.00	0.00	16.00	9.92	0.00	9.92	25.92	0.00	25.92	17.29	4.12	2.06	0.00	23.47	2.45	126.00	0.00	16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.12	4.12	1.07	0.00	1.07	0.00	36.520	2.47	0.00	2.47	0.27	0.00	0.27	2.74	0.00	2.74	75	17.290	84	20.03	5.21	0.00	5.21	-	-	-	-	38.73	3.42	30.92	5.66	2.15	14.69	22.50	0.11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	087	Santa Cruz County	2000	255.600	118.640	101.960	220.600	14.23	-	-	12.47	-	-	26.70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35.000	2.36	-	-	0.26	-	-	2.62	-	-	75	-	-	-	-	-	-	0.15	0.19	0.34	-	40.49	3.97	-	2.11	21.70	0.00	23.81	-	39.80	3.50	43.30	-	1.40	21.70	0.00	23.10	-	0.69	0.47	1.16	-	0.71	0.00	0.00	0.71	-
06	California	087	Santa Cruz County	2005	249.666	16.532	219.644	236.176	3.26	0.00	3.26	43.33	0.00	43.33	46.59	0.00	46.59	17.05	-	-	-	-	-	197.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.490	12.95	-	-	1.45	-	-	14.40	-	-	1067	17.050	72	31.45	-	-	-	0.04	0.05	0.09	-	11.48	0.00	-	1.24	19.46	0.00	20.70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	087	Santa Cruz County	2010	262.382	124.990	117.940	242.930	13.61	0.00	13.61	10.96	0.00	10.96	24.57	0.00	24.57	15.80	-	1.06	-	-	-	101.00	0.78	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19.452	1.25	-	-	0.21	-	-	1.46	-	-	75	15.800	65	17.26	-	-	-	0.02	0.02	0.04	-	32.85	0.36	-	1.82	17.80	0.00	19.62	-	32.32	0.00	32.32	29.07	1.13	17.80	0.00	18.93	0.45	0.53	0.36	0.89	-	0.69	0.00	0.00	0.69	-
06	California	089	Shasta County	1985	130.640	41.240	59.030	100.270	9.82	-	-	14.94	-	-	24.76	-	-	15.10	5.69	0.00	0.00	20.79	-	-	-	-	0.76	-	-	0.09	-	-	0.85	-	-	5.69	-	1.94	-	-	-	30.370	2.03	-	-	0.25	-	-	2.28	-	-	75	15.100	151	17.38	4.52	-	-	-	-	-	-	60.75	194.52	148.84	14.34	-	50.86	-	0.51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	089	Shasta County	1990	147.040	23.930	101.410	125.340	5.05	-	-	43.84	-	-	48.89	-	-	29.32	6.40	0.68	0.00	36.40	-	-	-	65	0.00	-	-	12.28	-	-	12.28	-	-	6.40	-	0.01	-	-	-	21.700	0.55	-	-	1.08	-	-	1.63	-	-	75	29.320	234	30.95	8.05	-	-	-	-	-	-	22.84	229.18	166.55	21.11	-	46.99	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	089	Shasta County	1995	160.900	32.800	93.110	125.910	5.05	0.00	5.05	43.84	0.00	43.84	48.89	0.00	48.89	28.37	7.14	0.01	0.00	35.52	13.37	388.00	0.00	26	0.00	0.00	0.00	31.64	0.00	31.64	31.64	0.00	31.64	7.14	38.78	1.87	0.00	1.87	0.00	34.990	2.36	0.00	2.36	0.26	0.00	0.26	2.62	0.00	2.62	75	28.370	225	30.99	8.06	0.00	8.06	-	-	-	-	67.04	97.46	144.32	6.41	0.56	45.63	52.60	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	089	Shasta County	2000	163.260	53.420	84.280	137.700	12.82	-	-	24.46	-	-	37.28	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25.560	1.73	-	-	0.19	-	-	1.92	-	-	75	-	-	-	-	-	-	0.52	0.66	1.18	-	120.42	174.50	-	17.24	8.80	68.50	94.54	-	119.70	174.00	293.70	-	16.50	8.80	68.50	93.80	-	0.72	0.50	1.22	-	0.74	0.00	0.00	0.74	-
06	California	089	Shasta County	2005	179.904	22.540	112.698	135.238	7.58	0.00	7.58	37.90	0.00	37.90	45.48	0.00	45.48	39.47	-	-	-	-	-	336.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44.666	3.12	-	-	0.62	-	-	3.74	-	-	84	39.470	292	43.21	-	-	-	0.22	0.28	0.50	-	23.57	120.42	-	10.03	4.05	41.61	55.69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	089	Shasta County	2010	177.223	25.850	137.110	162.960	13.44	0.00	13.44	35.43	0.00	35.43	48.87	0.00	48.87	28.88	-	1.21	-	-	-	300.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.263	0.83	-	-	0.24	-	-	1.07	-	-	75	28.880	177	29.95	-	-	-	0.29	0.37	0.66	-	23.88	119.60	-	12.70	4.86	49.92	67.48	-	23.34	119.22	142.56	151.04	12.03	4.86	49.92	66.81	-	0.54	0.38	0.92	-	0.67	0.00	0.00	0.67	-
06	California	091	Sierra County	1985	3.390	1.650	1.180	2.830	0.88	-	-	0.39	-	-	1.27	-	-	0.77	0.29	0.34	0.00	1.40	-	-	-	-	0.01	-	-	0.01	-	-	0.02	-	-	0.29	-	0.08	-	-	-	0.560	0.02	-	-	0.03	-	-	0.05	-	-	89	0.770	272	0.82	0.21	-	-	-	-	-	-	9.73	31.17	24.75	3.39	-	10.51	-	0.08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	091	Sierra County	1990	3.320	1.280	0.480	1.760	0.59	-	-	0.09	-	-	0.68	-	-	0.41	0.09	0.00	0.00	0.50	-	-	-	9	0.00	-	-	0.00	-	-	0.00	-	-	0.09	-	0.00	-	-	-	1.560	0.04	-	-	0.08	-	-	0.12	-	-	77	0.410	233	0.53	0.15	-	-	-	-	-	-	0.00	3.21	2.14	0.10	-	1.00	-	0.52	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	091	Sierra County	1995	3.390	1.960	0.550	2.510	0.44	0.00	0.44	0.09	0.00	0.09	0.53	0.00	0.53	0.46	0.05	0.00	0.00	0.51	0.02	211.00	0.00	4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.01	0.00	0.01	0.00	0.880	0.06	0.00	0.06	0.01	0.00	0.01	0.07	0.00	0.07	80	0.460	183	0.53	0.14	0.00	0.14	-	-	-	-	5.14	33.98	35.78	1.12	0.01	10.67	11.80	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	091	Sierra County	2000	3.560	1.420	0.250	1.670	0.58	-	-	0.08	-	-	0.66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.890	0.13	-	-	0.01	-	-	0.14	-	-	74	-	-	-	-	-	-	0.23	0.30	0.53	-	5.70	37.40	-	13.00	0.00	0.00	13.00	-	5.70	37.40	43.10	-	13.00	0.00	0.00	13.00	-	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	-
06	California	091	Sierra County	2005	3.434	1.438	1.001	2.439	0.60	0.00	0.60	0.42	0.00	0.42	1.02	0.00	1.02	1.29	-	-	-	-	-	418.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.995	0.82	-	-	0.07	-	-	0.89	-	-	894	1.290	529	2.18	-	-	-	0.05	0.06	0.11	-	20.29	41.10	-	18.00	0.00	0.00	18.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	091	Sierra County	2010	3.240	2.360	0.470	2.830	0.58	0.00	0.58	0.13	0.00	0.13	0.71	0.00	0.71	0.46	-	0.00	-	-	-	251.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.410	0.02	-	-	0.01	-	-	0.03	-	-	73	0.460	163	0.49	-	-	-	0.02	0.03	0.05	-	12.49	25.30	-	15.16	0.00	0.00	15.16	-	12.49	25.30	37.79	39.37	15.16	0.00	0.00	15.16	-	0.00	0.00	0.00	-	0.00	0.00	0.00	0.00	-
06	California	093	Siskiyou County	1985	42.860	19.030	11.300	30.330	6.31	-	-	3.12	-	-	9.43	-	-	5.75	2.17	0.45	0.00	8.37	-	-	-	-	0.29	-	-	0.06	-	-	0.35	-	-	2.17	-	0.76	-	-	-	12.530	0.77	-	-	0.17	-	-	0.94	-	-	75	5.750	190	6.69	1.74	-	-	-	-	-	-	109.06	357.02	299.38	62.41	-	119.89	-	2.33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	093	Siskiyou County	1990	43.530	14.210	10.880	25.090	4.33	-	-	3.33	-	-	7.66	-	-	4.58	1.01	0.00	0.00	5.59	-	-	-	52	0.00	-	-	10.34	-	-	10.34	-	-	1.01	-	0.00	-	-	-	18.440	0.69	-	-	0.69	-	-	1.38	-	-	75	4.580	183	5.96	1.56	-	-	-	-	-	-	106.96	329.81	287.88	92.30	-	85.20	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	093	Siskiyou County	1995	44.650	14.730	12.060	26.790	4.96	0.00	4.96	3.63	0.00	3.63	8.59	0.00	8.59	6.03	1.41	0.01	0.00	7.45	1.14	321.00	0.00	14	0.00	0.00	0.00	40.50	0.00	40.50	40.50	0.00	40.50	1.41	41.91	0.37	0.00	0.37	0.00	17.860	1.21	0.00	1.21	0.13	0.00	0.13	1.34	0.00	1.34	75	6.030	225	7.37	1.95	0.00	1.95	-	-	-	-	109.50	312.39	272.13	15.52	0.91	138.57	155.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	093	Siskiyou County	2000	44.300	11.620	12.120	23.740	4.25	-	-	3.67	-	-	7.92	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20.560	1.39	-	-	0.15	-	-	1.54	-	-	75	-	-	-	-	-	-	0.79	1.01	1.80	-	132.61	377.25	-	133.12	6.00	48.40	187.52	-	132.10	376.90	509.00	-	132.60	6.00	48.40	187.00	-	0.51	0.35	0.86	-	0.52	0.00	0.00	0.52	-
06	California	093	Siskiyou County	2005	45.259	5.991	7.989	13.980	2.80	0.00	2.80	3.74	0.00	3.74	6.54	0.00	6.54	3.85	-	-	-	-	-	468.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31.279	3.39	-	-	2.54	-	-	5.93	-	-	190	3.850	275	9.78	-	-	-	0.49	0.62	1.11	-	131.13	227.60	-	114.57	0.16	41.85	156.58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	093	Siskiyou County	2010	44.900	17.110	11.470	28.580	4.07	0.00	4.07	2.77	0.00	2.77	6.84	0.00	6.84	3.55	-	0.08	-	-	-	239.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.320	0.90	-	-	0.32	-	-	1.22	-	-	75	3.550	124	4.77	-	-	-	0.42	0.53	0.95	-	142.07	246.19	-	138.87	0.19	50.56	189.62	-	141.69	245.93	387.62	400.59	138.40	0.19	50.56	189.15	-	0.38	0.26	0.64	-	0.47	0.00	0.00	0.47	-
06	California	095	Solano County	1985	275.200	68.610	189.050	257.660	15.24	-	-	51.41	-	-	66.65	-	-	40.66	15.33	9.08	0.00	65.07	-	-	-	-	0.48	-	-	0.01	-	-	0.49	-	-	15.33	-	4.04	-	-	-	17.540	1.28	-	-	0.04	-	-	1.32	-	-	75	40.660	158	41.98	10.91	-	-	-	-	-	-	114.37	374.40	325.12	52.44	-	159.86	-	2.44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	095	Solano County	1990	340.420	103.070	196.880	299.950	20.34	-	-	42.61	-	-	62.95	-	-	34.95	7.75	2.23	0.00	44.93	-	-	-	19	0.00	-	-	0.00	-	-	0.00	-	-	7.75	-	0.00	-	-	-	40.470	1.73	-	-	1.31	-	-	3.04	-	-	75	34.950	117	37.99	9.87	-	-	-	-	-	-	137.54	371.85	337.66	172.43	-	25.77	-	4.80	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	095	Solano County	1995	370.500	71.140	284.540	355.680	12.12	0.00	12.12	52.25	0.00	52.25	64.37	0.00	64.37	37.00	9.84	7.34	0.00	54.18	10.19	181.00	0.00	9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.84	9.84	2.56	0.00	2.56	0.00	14.820	1.00	0.00	1.00	0.11	0.00	0.11	1.11	0.00	1.11	75	37.000	104	38.11	10.57	0.00	10.57	-	-	-	-	110.09	348.16	369.82	23.74	4.88	130.98	159.60	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	095	Solano County	2000	394.540	53.100	332.800	385.900	9.73	-	-	59.92	-	-	69.65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8.640	0.58	-	-	0.06	-	-	0.64	-	-	74	-	-	-	-	-	-	0.45	0.57	1.02	-	107.57	337.54	-	69.20	20.40	65.90	155.50	-	106.50	336.80	443.30	-	68.10	20.40	65.90	154.40	-	1.07	0.74	1.81	-	1.10	0.00	0.00	1.10	-
06	California	095	Solano County	2005	411.593	165.450	210.743	376.193	28.85	0.00	28.85	36.75	0.00	36.75	65.60	0.00	65.60	37.47	-	-	-	-	-	174.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35.400	1.71	-	-	0.00	-	-	1.71	-	-	48	37.470	100	39.18	-	-	-	0.47	0.60	1.07	-	219.49	179.29	-	55.85	3.53	68.99	128.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	095	Solano County	2010	413.344	25.850	382.440	408.290	10.26	0.00	10.26	53.04	0.00	53.04	63.30	0.00	63.30	39.29	-	2.60	-	-	-	155.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.054	0.33	-	-	0.05	-	-	0.38	-	-	75	39.290	96	39.67	-	-	-	0.43	0.54	0.97	-	210.25	171.63	-	81.24	5.07	99.01	185.32	-	209.35	171.01	380.36	354.23	80.15	5.07	99.01	184.23	-	0.90	0.62	1.52	-	1.09	0.00	0.00	1.09	-
06	California	097	Sonoma County	1985	334.320	214.410	39.590	254.000	36.10	-	-	5.86	-	-	41.96	-	-	25.60	9.65	2.70	0.00	37.95	-	-	-	-	2.14	-	-	0.14	-	-	2.28	-	-	9.65	-	3.81	-	-	-	80.320	5.66	-	-	0.36	-	-	6.02	-	-	75	25.600	101	31.62	8.22	-	-	-	-	-	-	60.77	223.18	34.09	69.20	-	69.20	-	4.26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	097	Sonoma County	1990	388.220	313.040	29.700	342.740	83.14	-	-	4.82	-	-	87.96	-	-	31.56	6.23	1.30	0.00	39.09	-	-	-	179	0.00	-	-	6.92	-	-	6.92	-	-	6.23	-	0.00	-	-	-	45.480	3.17	-	-	0.24	-	-	3.41	-	-	75	31.560	92	34.97	9.17	-	-	-	-	-	-	54.93	8.94	46.30	38.78	-	1.62	-	10.20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	097	Sonoma County	1995	419.500	134.160	193.050	327.210	20.21	0.00	20.21	24.52	0.00	24.52	44.73	0.00	44.73	31.63	9.09	0.41	0.00	41.13	3.60	137.00	0.00	26	0.00	0.00	0.00	6.92	0.00	6.92	6.92	0.00	6.92	9.09	16.01	2.36	0.00	2.36	0.43	92.290	6.23	0.00	6.23	0.69	0.00	0.69	6.92	0.00	6.92	75	31.630	97	38.55	11.15	0.00	11.15	-	-	-	-	10.44	46.49	56.93	6.54	12.99	26.27	45.80	7.15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	097	Sonoma County	2000	458.610	346.600	3.200	349.800	55.71	-	-	0.46	-	-	56.17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	108.810	7.34	-	-	0.82	-	-	8.16	-	-	75	-	-	-	-	-	-	2.72	3.47	6.19	-	14.66	59.57	-	18.43	35.10	5.90	59.43	-	13.10	58.50	71.60	-	16.60	35.10	5.90	57.60	-	1.56	1.07	2.63	-	1.83	0.00	0.00	1.83	-
06	California	097	Sonoma County	2005	466.477	120.378	243.715	364.093	16.04	0.00	16.04	32.47	0.00	32.47	48.51	0.00	48.51	55.14	-	-	-	-	-	133.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	102.384	7.90	-	-	0.04	-	-	7.94	-	-	78	55.140	151	63.08	-	-	-	1.61	2.05	3.66	-	29.61	16.48	-	21.31	44.90	7.52	73.73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	097	Sonoma County	2010	483.878	82.069	324.858	406.927	15.51	0.00	15.51	33.15	0.00	33.15	48.66	0.00	48.66	31.22	-	1.07	-	-	-	120.00	3.69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	76.951	5.38	-	-	0.39	-	-	5.77	-	-	75	31.220	77	36.99	-	-	-	1.41	1.80	3.21	-	95.51	53.31	-	28.41	55.41	9.28	93.10	3.59	94.34	52.51	146.85	136.87	26.30	55.41	9.28	90.99	2.63	1.17	0.80	1.97	-	2.11	0.00	0.00	2.11	0.96
06	California	099	Stanislaus County	1985	305.600	296.460	0.300	296.760	103.01	-	-	0.10	-	-	103.11	-	-	62.90	23.72	6.89	0.00	93.51	-	-	-	-	0.25	-	-	0.00	-	-	0.25	-	-	23.72	-	5.92	-	-	-	8.840	0.66	-	-	0.01	-	-	0.67	-	-	76	62.900	212	63.57	16.53	-	-	-	-	-	-	485.41	701.41	721.27	57.90	-	330.70	-	5.66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	099	Stanislaus County	1990	370.520	224.360	0.000	224.360	81.56	-	-	0.00	-	-	81.56	-	-	70.26	4.75	23.04	0.00	98.05	-	-	-	106	0.00	-	-	0.00	-	-	0.00	-	-	4.75	-	0.00	-	-	-	146.160	10.96	-	-	0.00	-	-	10.96	-	-	75	70.260	313	81.22	0.00	-	-	-	-	-	-	189.34	920.88	757.48	83.04	-	332.16	-	9.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	099	Stanislaus County	1995	413.800	245.550	110.320	355.870	44.85	0.00	44.85	20.09	0.00	20.09	64.94	0.00	64.94	55.07	5.06	4.64	0.00	64.77	0.17	182.00	0.00	11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.06	5.06	1.32	0.00	1.32	0.00	57.930	3.91	0.00	3.91	0.43	0.00	0.43	4.34	0.00	4.34	75	55.070	155	59.41	16.92	0.00	16.92	-	-	-	-	458.58	836.20	1041.39	102.39	25.54	292.17	420.10	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	099	Stanislaus County	2000	447.000	274.580	87.250	361.830	84.97	-	-	31.15	-	-	116.12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	85.170	5.76	-	-	0.64	-	-	6.40	-	-	75	-	-	-	-	-	-	34.82	44.32	79.14	-	496.40	904.25	-	37.12	96.20	321.40	454.72	-	495.60	903.70	1399.30	-	36.30	96.20	321.40	453.90	-	0.80	0.55	1.35	-	0.82	0.00	0.00	0.82	-
06	California	099	Stanislaus County	2005	505.505	38.877	393.088	431.965	22.21	0.00	22.21	224.56	0.00	224.56	246.77	0.00	246.77	82.63	-	-	-	-	-	571.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	73.540	39.93	-	-	4.44	-	-	44.37	-	-	603	82.630	191	127.00	-	-	-	7.99	10.17	18.16	-	259.21	887.75	-	32.96	78.69	291.70	403.35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	099	Stanislaus County	2010	514.453	472.800	1.210	474.010	76.09	0.00	76.09	27.55	0.00	27.55	103.64	0.00	103.64	72.42	-	6.39	-	-	-	219.00	8.46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40.443	2.85	-	-	0.19	-	-	3.04	-	-	75	72.420	153	75.46	-	-	-	7.76	9.88	17.64	-	339.45	1160.49	-	54.73	128.44	476.14	659.31	-	338.69	1159.97	1498.66	1284.74	53.80	128.44	476.14	658.38	8.12	0.76	0.52	1.28	-	0.93	0.00	0.00	0.93	-
06	California	101	Sutter County	1985	58.270	13.520	20.500	34.020	4.17	-	-	6.70	-	-	10.87	-	-	6.63	2.50	4.13	0.00	13.26	-	-	-	-	0.69	-	-	0.00	-	-	0.69	-	-	2.50	-	1.05	-	-	-	24.250	1.82	-	-	0.00	-	-	1.82	-	-	75	6.630	195	8.45	2.20	-	-	-	-	-	-	357.77	1132.92	712.71	32.67	-	115.83	-	2.98	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
